"","Date","Team","Opponent","Time"
"6971","9/17","Southeast Whitfield County Raiders","@Cedartown*","5:30pm"
"6972","9/18","Southeast Whitfield County Raiders","vsArmuchee","5:00pm"
"6973","9/19","Southeast Whitfield County Raiders","@Allatoona*","5:00pm"
"6974","9/24","Southeast Whitfield County Raiders","vsCass*","5:30pm"
"6975","9/25","Southeast Whitfield County Raiders","vsChattooga","5:30pm"
"6976","9/26","Southeast Whitfield County Raiders","vsCartersville*","5:30pm"
"6977","10/1","Southeast Whitfield County Raiders","vsDalton*","5:30pm"
"6978","10/3","Southeast Whitfield County Raiders","@Woodland*","5:30pm"
"6979","10/5","Southeast Whitfield County Raiders","@Christian Heritage","1:00pm"
"6980","10/8","Southeast Whitfield County Raiders","vsHiram*","5:30pm"
"6981","7/30","North Forsyth Raiders","vsHarrison",NA
"6982","8/1","North Forsyth Raiders","vsSeckinger","6:30pm"
"6983","8/6","North Forsyth Raiders","vsNorth Gwinnett","4:00pm"
"6984","8/9","North Forsyth Raiders","vsAlexander***","5:15pm"
"6985","8/10","North Forsyth Raiders","vsCentral***","9:30am"
"6986","8/10","North Forsyth Raiders","vsColumbus***","1:30pm"
"6987","8/13","North Forsyth Raiders","@Milton","6:30pm"
"6988","8/14","North Forsyth Raiders","@South Forsyth*","6:00pm"
"6989","8/17","North Forsyth Raiders","vsBremen","12:00pm"
"6990","8/19","North Forsyth Raiders","@Forsyth Central*","6:00pm"
"6991","8/20","North Forsyth Raiders","vsLambert*","6:30pm"
"6992","8/22","North Forsyth Raiders","vsWest Forsyth*","4:30pm"
"6993","8/26","North Forsyth Raiders","vsNorth Atlanta*","6:00pm"
"6994","8/27","North Forsyth Raiders","@Denmark*","6:00pm"
"6995","9/3","North Forsyth Raiders","vsSouth Forsyth*","6:00pm"
"6996","9/4","North Forsyth Raiders","vsMarist","5:00pm"
"6997","9/5","North Forsyth Raiders","vsForsyth Central*","6:00pm"
"6998","9/9","North Forsyth Raiders","@Lambert*","6:30pm"
"6999","9/10","North Forsyth Raiders","@West Forsyth*","4:30pm"
"7000","9/12","North Forsyth Raiders","@North Atlanta*","6:00pm"
"7001","9/16","North Forsyth Raiders","vsDenmark*","6:00pm"
"7002","9/18","North Forsyth Raiders","vsNorth Hall","6:00pm"
"7003","9/26","North Forsyth Raiders","@South Forsyth*","6:00pm"
"7004","9/27","North Forsyth Raiders","vsCollins Hill","5:00pm"
"7005","9/28","North Forsyth Raiders","@Forsyth Central*","11:00am"
"7006","9/30","North Forsyth Raiders","vsLambert*","6:00pm"
"7007","10/1","North Forsyth Raiders","vsWest Forsyth*","6:00pm"
"7008","10/3","North Forsyth Raiders","vsNorth Atlanta*","6:00pm"
"7009","10/7","North Forsyth Raiders","@Denmark*","6:00pm"
"7010","10/8","North Forsyth Raiders","vsJackson County","6:00pm"
"7011","10/10","North Forsyth Raiders","@River Ridge","5:30pm"
"7012","8/1","Riverwood Raiders","@North Springs","5:30pm"
"7013","8/7","Riverwood Raiders","@Kell","6:00pm"
"7014","8/9","Riverwood Raiders","@Mount Vernon","4:00pm"
"7015","8/10","Riverwood Raiders","vsHoly Innocents Episcopal","8:00am"
"7016","8/10","Riverwood Raiders","vsNorth Springs","12:00pm"
"7017","8/13","Riverwood Raiders","@Westminster","5:30pm"
"7018","8/15","Riverwood Raiders","@Creekview*","5:30pm"
"7019","8/17","Riverwood Raiders","vsSonoraville","12:15pm"
"7020","8/20","Riverwood Raiders","vsSprayberry*","5:30pm"
"7021","8/21","Riverwood Raiders","@Westlake","6:00pm"
"7022","8/22","Riverwood Raiders","@Sequoyah","5:30pm"
"7023","8/26","Riverwood Raiders","vsSt. Pius X Catholic","5:00pm"
"7024","8/27","Riverwood Raiders","vsWoodstock*","5:30pm"
"7025","8/29","Riverwood Raiders","@Lassiter*","5:30pm"
"7026","9/3","Riverwood Raiders","vsPope*","5:30pm"
"7027","9/5","Riverwood Raiders","@River Ridge*","5:30pm"
"7028","9/9","Riverwood Raiders","@George Walton Academy","4:45pm"
"7029","9/10","Riverwood Raiders","vsCreekview*","5:30pm"
"7030","9/12","Riverwood Raiders","@Sprayberry*","5:30pm"
"7031","9/16","Riverwood Raiders","@Villa Rica","6:00pm"
"7032","9/18","Riverwood Raiders","vsSt. Francis","5:30pm"
"7033","9/19","Riverwood Raiders","vsForsyth Central","6:00pm"
"7034","9/23","Riverwood Raiders","vsWestlake","6:00pm"
"7035","9/25","Riverwood Raiders","vsSequoyah*","5:30pm"
"7036","9/26","Riverwood Raiders","@Woodstock*","5:30pm"
"7037","10/1","Riverwood Raiders","vsLassiter*","5:30pm"
"7038","10/7","Riverwood Raiders","@Pope*","5:30pm"
"7039","10/8","Riverwood Raiders","vsRiver Ridge*","5:30pm"
"7040","10/9","Riverwood Raiders","vsKell","6:00pm"
"7041","8/1","Savannah Christian Raiders","vsSoutheast Bulloch","4:00pm"
"7042","8/1","Savannah Christian Raiders","vsJefferson","6:30pm"
"7043","8/8","Savannah Christian Raiders","vsSwainsboro*","6:00pm"
"7044","8/9","Savannah Christian Raiders","vsBremen","7:00pm"
"7045","8/9","Savannah Christian Raiders","vsCentral***","7:00pm"
"7046","8/13","Savannah Christian Raiders","@Toombs County*","6:00pm"
"7047","8/15","Savannah Christian Raiders","vsSt. Vincent's*","6:00pm"
"7048","8/20","Savannah Christian Raiders","@Vidalia*","6:00pm"
"7049","8/21","Savannah Christian Raiders","vsRichmond Hill","6:00pm"
"7050","8/24","Savannah Christian Raiders","vsIslands","11:00am"
"7051","8/24","Savannah Christian Raiders","vsPeach County","4:30pm"
"7052","8/29","Savannah Christian Raiders","@Toombs County*","6:00pm"
"7053","9/3","Savannah Christian Raiders","@Pinewood Christian","6:00pm"
"7054","9/5","Savannah Christian Raiders","@St. Vincent's*","6:00pm"
"7055","9/10","Savannah Christian Raiders","vsVidalia*","6:00pm"
"7056","9/11","Savannah Christian Raiders","vsSouth Effingham","6:00pm"
"7057","9/14","Savannah Christian Raiders","vsCrisp County","1:30pm"
"7058","9/14","Savannah Christian Raiders","@Peach County","4:00pm"
"7059","9/17","Savannah Christian Raiders","vsSwainsboro*","6:00pm"
"7060","9/19","Savannah Christian Raiders","vsToombs County*","6:00pm"
"7061","9/23","Savannah Christian Raiders","@Richmond Hill","5:30pm"
"7062","9/24","Savannah Christian Raiders","vsSt. Vincent's*","6:00pm"
"7063","9/26","Savannah Christian Raiders","@Vidalia*","6:00pm"
"7064","10/1","Savannah Christian Raiders","vsBBulloch Academy","6:00pm"
"7065","10/2","Savannah Christian Raiders","@Southeast Bulloch","5:00pm"
"7066","10/7","Savannah Christian Raiders","vsPinewood Christian","6:00pm"
"7067","8/19","Alpharetta Raiders","@Denmark*","6:00pm"
"7068","8/20","Alpharetta Raiders","vsWest Forsyth*","6:00pm"
"7069","9/5","Alpharetta Raiders","vsDenmark*","6:00pm"
"7070","9/9","Alpharetta Raiders","@West Forsyth*","6:00pm"
"7071","9/28","Alpharetta Raiders","@Denmark*","6:00pm"
"7072","9/30","Alpharetta Raiders","vsWest Forsyth*","6:00pm"
"7073","8/19","Mays Raiders","vsSouth Cobb","5:30pm"
"7074","8/20","Mays Raiders","@Pace Academy*","6:00pm"
"7075","8/22","Mays Raiders","vsJackson*","5:30pm"
"7076","8/27","Mays Raiders","@Drew*","5:30pm"
"7077","8/29","Mays Raiders","@Creekside*","5:30pm"
"7078","9/12","Mays Raiders","vsPace Academy*","5:55pm"
"7079","9/17","Mays Raiders","@Jackson*","5:30pm"
"7080","9/19","Mays Raiders","vsDrew*","5:30pm"
"7081","9/24","Mays Raiders","@Creekside*","5:30pm"
"7082","8/7","Riverdale Raiders","@Griffin","5:30pm"
"7083","8/19","Riverdale Raiders","@Drew","5:30pm"
"7084","8/21","Riverdale Raiders","vsKIPP Atlanta Collegiate","5:30pm"
"7085","8/21","Riverdale Raiders","vsDrew","5:30pm"
"7086","8/28","Riverdale Raiders","@KIPP Atlanta Collegiate","5:30pm"
"7087","8/29","Riverdale Raiders","vsMt. Zion*","5:30pm"
"7088","9/4","Riverdale Raiders","@Banneker","5:30pm"
"7089","9/9","Riverdale Raiders","vsBanneker","5:30pm"
"7090","9/24","Riverdale Raiders","@Mt. Zion*","5:30pm"
"7091","9/25","Riverdale Raiders","vsMiller Grove","5:30pm"
"7092","7/30","Shaw Raiders","@Spencer",NA
"7093","8/9","Shaw Raiders","vsStarr's Mill***","5:30pm"
"7094","8/10","Shaw Raiders","vsLamar County***","2:00pm"
"7095","8/14","Shaw Raiders","vsMarion County","5:00pm"
"7096","8/14","Shaw Raiders","vsMarion County","6:30pm"
"7097","8/20","Shaw Raiders","vsSumter County*","5:30pm"
"7098","8/21","Shaw Raiders","@Callaway","6:00pm"
"7099","8/22","Shaw Raiders","@Hardaway*","5:30pm"
"7100","8/24","Shaw Raiders","@Spalding","10:00am"
"7101","8/24","Shaw Raiders","vsTaylor County***","12:00pm"
"7102","8/26","Shaw Raiders","vsManchester","5:00pm"
"7103","8/28","Shaw Raiders","vsTaylor County","5:30pm"
"7104","9/5","Shaw Raiders","@Sumter County*","5:30pm"
"7105","9/6","Shaw Raiders","vsDougherty","4:00pm"
"7106","9/6","Shaw Raiders","vsKing's Ridge Christian***","8:00pm"
"7107","9/9","Shaw Raiders","vsHardaway*","5:30pm"
"7108","9/24","Shaw Raiders","vsSumter County*","5:30pm"
"7109","9/26","Shaw Raiders","@Hardaway*","5:30pm"
"7110","9/30","Shaw Raiders","vsSpencer","5:30pm"
"7111","10/2","Shaw Raiders","@Manchester","5:00pm"
"7112","10/10","Shaw Raiders","vsCallaway","5:30pm"
"7113","8/12","West Laurens Raiders","@Georgia Military College","6:00pm"
"7114","8/14","West Laurens Raiders","@Houston County","6:00pm"
"7115","8/16","West Laurens Raiders","vsAppling County","4:00pm"
"7116","8/17","West Laurens Raiders","vsSouth Effingham","12:00pm"
"7117","8/17","West Laurens Raiders","vsJeff Davis","2:00pm"
"7118","8/22","West Laurens Raiders","vsHoward*","5:00pm"
"7119","8/27","West Laurens Raiders","@Baldwin*","5:30pm"
"7120","8/29","West Laurens Raiders","vsHarlem*","5:00pm"
"7121","9/4","West Laurens Raiders","vsHouston County","6:00pm"
"7122","9/5","West Laurens Raiders","@ARC*","4:30pm"
"7123","9/5","West Laurens Raiders","@ARC*","6:30pm"
"7124","9/7","West Laurens Raiders","vsLowndes","Time TBA"
"7125","9/9","West Laurens Raiders","@Veterans","6:00pm"
"7126","9/10","West Laurens Raiders","@Westside*","5:30pm"
"7127","9/12","West Laurens Raiders","@Hephzibah*","6:00pm"
"7128","9/12","West Laurens Raiders","@Hephzibah*","6:05pm"
"7129","9/17","West Laurens Raiders","@Howard*","5:00pm"
"7130","9/18","West Laurens Raiders","vsGeorgia Military College","5:00pm"
"7131","9/19","West Laurens Raiders","vsBaldwin*","5:00pm"
"7132","9/21","West Laurens Raiders","vsNorth Oconee","10:00am"
"7133","9/21","West Laurens Raiders","vsJones County","2:00pm"
"7134","9/24","West Laurens Raiders","@Harlem*","5:00pm"
"7135","9/25","West Laurens Raiders","vsToombs County","6:00pm"
"7136","9/26","West Laurens Raiders","@Cross Creek*","4:30pm"
"7137","9/26","West Laurens Raiders","@Cross Creek*","6:00pm"
"7138","10/1","West Laurens Raiders","vsVeterans","6:00pm"
"7139","10/3","West Laurens Raiders","vsWestside*","5:00pm"
"7140","10/8","West Laurens Raiders","@Toombs County","6:00pm"
"7141","8/6","Salem Seminoles","@Rockdale County","5:30pm"
"7142","8/7","Salem Seminoles","vsRockdale County","5:30pm"
"7143","8/8","Salem Seminoles","vsForest Park","5:30pm"
"7144","8/15","Salem Seminoles","@Redan*","5:30pm"
"7145","8/19","Salem Seminoles","vsDutchtown","5:55pm"
"7146","8/20","Salem Seminoles","vsMiller Grove*","5:30pm"
"7147","8/21","Salem Seminoles","@Pebblebrook","5:55pm"
"7148","8/26","Salem Seminoles","@Dutchtown","5:55pm"
"7149","8/27","Salem Seminoles","vsSouth Atlanta*","5:30pm"
"7150","8/29","Salem Seminoles","vsDrew Charter*","5:30pm"
"7151","9/4","Salem Seminoles","vsHeritage","5:30pm"
"7152","9/5","Salem Seminoles","@Columbia*","5:30pm"
"7153","9/10","Salem Seminoles","vsRedan*","5:30pm"
"7154","9/11","Salem Seminoles","vsPebblebrook","5:55pm"
"7155","9/12","Salem Seminoles","@Miller Grove*","5:30pm"
"7156","9/16","Salem Seminoles","vsForest Park","5:30pm"
"7157","9/17","Salem Seminoles","@Warner Robins","5:00pm"
"7158","9/18","Salem Seminoles","vsJasper County","5:30pm"
"7159","9/19","Salem Seminoles","@South Atlanta*","5:30pm"
"7160","9/23","Salem Seminoles","vsLithonia","5:55pm"
"7161","9/24","Salem Seminoles","@Drew Charter*","5:30pm"
"7162","9/26","Salem Seminoles","vsColumbia*","5:30pm"
"7163","8/13","Westside Seminoles","vsCentral","4:30pm"
"7164","8/20","Westside Seminoles","vsMorgan County*","4:30pm"
"7165","8/21","Westside Seminoles","vsNortheast","4:30pm"
"7166","8/22","Westside Seminoles","@Morgan County*","4:30pm"
"7167","8/27","Westside Seminoles","vsCallaway*","4:30pm"
"7168","8/28","Westside Seminoles","vsSouthwest","4:30pm"
"7169","8/29","Westside Seminoles","@Callaway*","4:30pm"
"7170","9/3","Westside Seminoles","vsPike County*","4:30pm"
"7171","9/5","Westside Seminoles","@Pike County*","4:30pm"
"7172","9/10","Westside Seminoles","@Rutland*","4:30pm"
"7173","9/12","Westside Seminoles","vsRutland*","4:30pm"
"7174","9/17","Westside Seminoles","@Jackson*","5:30pm"
"7175","9/18","Westside Seminoles","@Southwest","4:30pm"
"7176","9/19","Westside Seminoles","vsJackson*","4:30pm"
"7177","9/24","Westside Seminoles","vsMorgan County*","4:30pm"
"7178","9/25","Westside Seminoles","@Northeast","4:30pm"
"7179","9/26","Westside Seminoles","vsCallaway*","4:30pm"
"7180","10/1","Westside Seminoles","vsPike County*","4:30pm"
"7181","10/2","Westside Seminoles","@Central","4:30pm"
"7182","10/3","Westside Seminoles","@Rutland*","4:30pm"
"7183","10/8","Westside Seminoles","@Jackson*","5:30pm"
"7184","8/7","Islands Sharks","@Metter","5:30pm"
"7185","8/12","Islands Sharks","vsMetter","5:30pm"
"7186","8/20","Islands Sharks","vsJenkins*","5:00pm"
"7187","8/22","Islands Sharks","vsCalvary Day*","5:00pm"
"7188","8/24","Islands Sharks","@Savannah Christian","11:00am"
"7189","8/24","Islands Sharks","vsPeach County","2:00pm"
"7190","8/26","Islands Sharks","@St. Vincent's","5:30pm"
"7191","8/27","Islands Sharks","@Liberty County*","5:30pm"
"7192","8/29","Islands Sharks","vsLong County*","5:30pm"
"7193","9/3","Islands Sharks","@Southeast Bulloch*","5:00pm"
"7194","9/4","Islands Sharks","vsBryan County","5:30pm"
"7195","9/5","Islands Sharks","@Jenkins*","5:00pm"
"7196","9/10","Islands Sharks","@Calvary Day*","4:30pm"
"7197","9/11","Islands Sharks","vsLiberty County*","5:30pm"
"7198","9/18","Islands Sharks","@Long County*","5:30pm"
"7199","9/19","Islands Sharks","vsSoutheast Bulloch*","5:00pm"
"7200","9/24","Islands Sharks","vsJenkins*","5:00pm"
"7201","9/25","Islands Sharks","@Bryan County","5:30pm"
"7202","9/26","Islands Sharks","vsCalvary Day*","5:00pm"
"7203","9/30","Islands Sharks","vsSt. Vincent's","5:30pm"
"7204","10/1","Islands Sharks","@Liberty County*","5:30pm"
"7205","10/2","Islands Sharks","vsLong County*","5:30pm"
"7206","10/7","Islands Sharks","vsMcIntosh County Academy","5:30pm"
"7207","10/8","Islands Sharks","@Southeast Bulloch*","5:00pm"
"7208","8/5","Creekside Seminoles","@Chapel Hill","5:30pm"
"7209","8/6","Creekside Seminoles","vsWestlake","5:30pm"
"7210","8/8","Creekside Seminoles","@Westlake","5:30pm"
"7211","8/12","Creekside Seminoles","@Douglas County","5:30pm"
"7212","8/14","Creekside Seminoles","vsDutchtown","5:30pm"
"7213","8/19","Creekside Seminoles","@Pace Academy*","5:55am"
"7214","8/19","Creekside Seminoles","@Pace Academy*","6:00pm"
"7215","8/20","Creekside Seminoles","vsForest Park*","5:30pm"
"7216","8/21","Creekside Seminoles","vsStockbridge","5:30pm"
"7217","8/22","Creekside Seminoles","@Midtown*","5:30pm"
"7218","8/26","Creekside Seminoles","vsTherrell","5:30pm"
"7219","8/27","Creekside Seminoles","vsJackson*","5:30pm"
"7220","8/29","Creekside Seminoles","vsMays*","5:30pm"
"7221","9/3","Creekside Seminoles","vsDrew*","5:30pm"
"7222","9/5","Creekside Seminoles","vsM.L. King*","5:30pm"
"7223","9/9","Creekside Seminoles","@Stockbridge","5:55pm"
"7224","9/10","Creekside Seminoles","vsPace Academy*","5:30pm"
"7225","9/12","Creekside Seminoles","@Forest Park*","5:30pm"
"7226","9/17","Creekside Seminoles","vsMidtown*","5:30pm"
"7227","9/19","Creekside Seminoles","@Jackson*","5:30pm"
"7228","9/24","Creekside Seminoles","vsMays*","5:30pm"
"7229","9/26","Creekside Seminoles","@Drew*","5:30pm"
"7230","10/1","Creekside Seminoles","@M.L. King*","5:30pm"
"7231","8/1","St Vincents Saints","vsJenkins","5:00pm"
"7232","8/2","St Vincents Saints","@Liberty County","5:30pm"
"7233","8/5","St Vincents Saints","vsLong County","5:30pm"
"7234","8/7","St Vincents Saints","vsJohnson County","5:30pm"
"7235","8/13","St Vincents Saints","vsVidalia*","6:00pm"
"7236","8/14","St Vincents Saints","@Jenkins","5:00pm"
"7237","8/15","St Vincents Saints","@Savannah Christian*","6:00pm"
"7238","8/20","St Vincents Saints","vsSwainsboro*","6:00pm"
"7239","8/22","St Vincents Saints","@Toombs County*","6:00pm"
"7240","8/26","St Vincents Saints","vsIslands","5:30pm"
"7241","8/29","St Vincents Saints","@Vidalia*","6:00pm"
"7242","9/5","St Vincents Saints","vsSavannah Christian*","6:00pm"
"7243","9/10","St Vincents Saints","@Swainsboro*","6:00pm"
"7244","9/12","St Vincents Saints","vsToombs County*","6:00pm"
"7245","9/18","St Vincents Saints","@Johnson County","5:30pm"
"7246","9/19","St Vincents Saints","vsVidalia*","6:00pm"
"7247","9/23","St Vincents Saints","@Long County","5:30pm"
"7248","9/24","St Vincents Saints","@Savannah Christian*","6:00pm"
"7249","9/26","St Vincents Saints","vsSwainsboro*","6:00pm"
"7250","9/30","St Vincents Saints","@Islands","5:30pm"
"7251","10/1","St Vincents Saints","@Toombs County*","6:00pm"
"7252","8/15","Cedar Grove Saints","@Mt. Zion*","5:30pm"
"7253","8/21","Cedar Grove Saints","vsLithonia","5:30pm"
"7254","9/3","Cedar Grove Saints","@Lithonia","5:30pm"
"7255","9/10","Cedar Grove Saints","vsMt. Zion*","5:30pm"
"7256","8/20","Glenn Hills Spartans","@Burke County*","5:00pm"
"7257","8/22","Glenn Hills Spartans","vsBurke County*","10:11pm"
"7258","8/27","Glenn Hills Spartans","@Butler*","5:00pm"
"7259","8/29","Glenn Hills Spartans","vsButler*","5:00pm"
"7260","9/5","Glenn Hills Spartans","@Laney*","5:00pm"
"7261","9/12","Glenn Hills Spartans","vsThomson*","5:00pm"
"7262","9/17","Glenn Hills Spartans","@Thomson*","5:00pm"
"7263","8/1","North Springs Spartans","vsRiverwood","5:30pm"
"7264","8/6","North Springs Spartans","@Northview*","5:30pm"
"7265","8/8","North Springs Spartans","vsMarist*","5:30pm"
"7266","8/9","North Springs Spartans","vsHoly Innocents Episcopal","6:00pm"
"7267","8/10","North Springs Spartans","@Riverwood","12:00pm"
"7268","8/10","North Springs Spartans","@Mount Vernon","2:00pm"
"7269","8/13","North Springs Spartans","vsDruid Hills*","5:30pm"
"7270","8/14","North Springs Spartans","@Lakeside","5:30pm"
"7271","8/15","North Springs Spartans","@Tucker*","Time TBA"
"7272","8/20","North Springs Spartans","vsSt. Pius X Catholic*","5:30pm"
"7273","8/21","North Springs Spartans","vsCentennial","5:45pm"
"7274","8/22","North Springs Spartans","@Clarkston*","Time TBA"
"7275","8/26","North Springs Spartans","@Southwest DeKalb*","5:30pm"
"7276","8/27","North Springs Spartans","@Lithonia*","5:30pm"
"7277","8/29","North Springs Spartans","@Roswell","5:30pm"
"7278","9/5","North Springs Spartans","vsNorthview*","5:30pm"
"7279","9/10","North Springs Spartans","@Marist*","Time TBA"
"7280","9/11","North Springs Spartans","vsSouthwest DeKalb*","5:30pm"
"7281","9/17","North Springs Spartans","vsTucker*","5:30pm"
"7282","9/18","North Springs Spartans","@Druid Hills*","Time TBA"
"7283","9/19","North Springs Spartans","@St. Pius X Catholic*","Time TBA"
"7284","9/19","North Springs Spartans","@St. Pius X Catholic*","5:30pm"
"7285","9/23","North Springs Spartans","@Dunwoody","5:30pm"
"7286","9/24","North Springs Spartans","vsClarkston*","5:30pm"
"7287","9/26","North Springs Spartans","vsLithonia*","5:30pm"
"7288","10/7","North Springs Spartans","vsDunwoody","5:30pm"
"7289","10/8","North Springs Spartans","vsBlessed Trinity","5:30pm"
"7290","7/31","Telfair County Trojans","@Fitzgerald","5:30pm"
"7291","8/1","Telfair County Trojans","@Appling County","5:30pm"
"7292","8/5","Telfair County Trojans","vsClinch County","5:30pm"
"7293","8/6","Telfair County Trojans","vsDooly County*","5:30pm"
"7294","8/13","Telfair County Trojans","vsMontgomery County*","5:30pm"
"7295","8/15","Telfair County Trojans","@Treutlen*","5:30pm"
"7296","8/19","Telfair County Trojans","vsFitzgerald","5:30pm"
"7297","8/20","Telfair County Trojans","vsHawkinsville*","5:30pm"
"7298","8/22","Telfair County Trojans","@Wilcox County*","5:30pm"
"7299","8/27","Telfair County Trojans","@Wheeler County*","5:30pm"
"7300","9/3","Telfair County Trojans","vsTiftarea Academy","5:30pm"
"7301","9/5","Telfair County Trojans","@Dooly County*","5:30pm"
"7302","9/10","Telfair County Trojans","@Tattnall County","5:30pm"
"7303","9/12","Telfair County Trojans","@Montgomery County*","5:30pm"
"7304","9/17","Telfair County Trojans","vsTreutlen*","5:30pm"
"7305","9/19","Telfair County Trojans","@Hawkinsville*","5:30pm"
"7306","9/24","Telfair County Trojans","vsWilcox County*","5:30pm"
"7307","9/26","Telfair County Trojans","vsWheeler County*","5:30pm"
"7308","9/30","Telfair County Trojans","@Dublin","5:30pm"
"7309","10/1","Telfair County Trojans","@Fitzgerald","5:30pm"
"7310","10/3","Telfair County Trojans","vsTattnall County","5:30pm"
"7311","10/7","Telfair County Trojans","@Clinch County","5:30pm"
"7312","10/8","Telfair County Trojans","vsDublin","5:30pm"
"7313","10/10","Telfair County Trojans","@Trinity Christian","4:30pm"
"7314","7/30","Temple Tigers","@Alexander",NA
"7315","8/6","Temple Tigers","vsVilla Rica","4:30pm"
"7316","8/7","Temple Tigers","vsMcEachern","5:30pm"
"7317","8/8","Temple Tigers","vsDouglas County","5:30pm"
"7318","8/9","Temple Tigers","vsVilla Rica***","6:30pm"
"7319","8/10","Temple Tigers","vsCass***","9:00am"
"7320","8/10","Temple Tigers","vsKell***","1:00pm"
"7321","8/15","Temple Tigers","vsBremen*","5:00pm"
"7322","8/20","Temple Tigers","vsDarlington*","5:30pm"
"7323","8/22","Temple Tigers","@Douglas County","5:30pm"
"7324","8/27","Temple Tigers","@Haralson County*","5:00pm"
"7325","8/28","Temple Tigers","@Mt. Zion","5:00pm"
"7326","9/5","Temple Tigers","@Model*","5:00pm"
"7327","9/7","Temple Tigers","@Bowdon","12:00pm"
"7328","9/7","Temple Tigers","vsChattooga","2:00pm"
"7329","9/10","Temple Tigers","vsHeard County*","5:30pm"
"7330","9/12","Temple Tigers","@Bremen*","5:00pm"
"7331","9/17","Temple Tigers","@Darlington*","5:30pm"
"7332","9/19","Temple Tigers","@Chapel Hill","5:30pm"
"7333","9/20","Temple Tigers","@Pepperell*","5:00pm"
"7334","9/23","Temple Tigers","vsBowdon","5:00pm"
"7335","9/24","Temple Tigers","vsHaralson County*","5:00pm"
"7336","9/25","Temple Tigers","vsPepperell*","5:00pm"
"7337","9/28","Temple Tigers","@Mount Vernon","12:15pm"
"7338","9/28","Temple Tigers","vsEtowah","3:00pm"
"7339","9/30","Temple Tigers","vsMt. Zion","5:00pm"
"7340","10/1","Temple Tigers","vsModel*","5:00pm"
"7341","10/3","Temple Tigers","@Heard County*","5:30pm"
"7342","8/5","Tattnall County Warriors","vsClaxton","5:30pm"
"7343","8/8","Tattnall County Warriors","@Claxton","5:30pm"
"7344","8/13","Tattnall County Warriors","@Long County","5:30pm"
"7345","8/13","Tattnall County Warriors","vsLong County","5:30pm"
"7346","8/20","Tattnall County Warriors","@Brunswick","6:00pm"
"7347","8/27","Tattnall County Warriors","@Pierce County*","6:00pm"
"7348","8/29","Tattnall County Warriors","vsCrisp County*","5:00pm"
"7349","9/5","Tattnall County Warriors","@Cook*","5:00pm"
"7350","9/10","Tattnall County Warriors","vsTelfair County","5:30pm"
"7351","9/12","Tattnall County Warriors","vsAppling County*","6:00pm"
"7352","9/17","Tattnall County Warriors","vsPierce County*","6:00pm"
"7353","9/19","Tattnall County Warriors","@Crisp County*","5:00pm"
"7354","10/1","Tattnall County Warriors","@Appling County*","6:00pm"
"7355","10/3","Tattnall County Warriors","@Telfair County","5:30pm"
"7356","10/7","Tattnall County Warriors","vsVidalia","6:00pm"
"7357","10/10","Tattnall County Warriors","@Bacon County","5:30pm"
"7358","8/6","Taylor County Vikings","@Lee County","5:00pm"
"7359","8/8","Taylor County Vikings","@Manchester","5:30pm"
"7360","8/9","Taylor County Vikings","vsJasper County***","4:00pm"
"7361","8/10","Taylor County Vikings","@McIntosh***","12:00pm"
"7362","8/10","Taylor County Vikings","@Upson-Lee***","2:00pm"
"7363","8/13","Taylor County Vikings","@Perry","5:00pm"
"7364","8/15","Taylor County Vikings","vsBrookstone","5:00pm"
"7365","8/19","Taylor County Vikings","vsLamar County","5:30pm"
"7366","8/22","Taylor County Vikings","vsSchley County*","5:00pm"
"7367","8/24","Taylor County Vikings","vsShaw***","12:00pm"
"7368","8/24","Taylor County Vikings","@Spalding","1:30pm"
"7369","8/27","Taylor County Vikings","@Crawford County*","5:30pm"
"7370","8/28","Taylor County Vikings","@Shaw","5:30pm"
"7371","8/29","Taylor County Vikings","vsFurlow Charter School*","5:00pm"
"7372","9/3","Taylor County Vikings","@Brookstone","5:00pm"
"7373","9/4","Taylor County Vikings","vsManchester","5:30pm"
"7374","9/6","Taylor County Vikings","vsWorth County***","4:00pm"
"7375","9/7","Taylor County Vikings","vsSt. Pius X Catholic***","1:00pm"
"7376","9/10","Taylor County Vikings","vsMarion County*","5:00pm"
"7377","9/12","Taylor County Vikings","vsMacon County*","6:30pm"
"7378","9/12","Taylor County Vikings","vsMacon County*","7:00pm"
"7379","9/16","Taylor County Vikings","@Lamar County","5:30pm"
"7380","9/19","Taylor County Vikings","@Schley County*","5:00pm"
"7381","9/24","Taylor County Vikings","vsCrawford County*","5:00pm"
"7382","9/25","Taylor County Vikings","@Rutland","5:00pm"
"7383","9/26","Taylor County Vikings","@Furlow Charter School*","5:00pm"
"7384","9/30","Taylor County Vikings","vsLee County","5:00pm"
"7385","10/3","Taylor County Vikings","@Marion County*","5:00pm"
"7386","10/9","Taylor County Vikings","@Harris County","5:30pm"
"7387","8/1","Blessed Trinity Titans","@Johns Creek","5:30pm"
"7388","8/2","Blessed Trinity Titans","@Walton","5:30pm"
"7389","8/6","Blessed Trinity Titans","@Lassiter","6:00pm"
"7390","8/8","Blessed Trinity Titans","vsSprayberry","5:00pm"
"7391","8/10","Blessed Trinity Titans","vsVilla Rica***","3:00pm"
"7392","8/13","Blessed Trinity Titans","vsKell*","5:00pm"
"7393","8/15","Blessed Trinity Titans","vsMarist","5:00pm"
"7394","8/22","Blessed Trinity Titans","@Centennial*","6:00pm"
